bsr,basin,bsr_crosswalk_status,species,life_stage,LS_corrected_score_source,species_aggregate_score,fish_use_score,LS_corrected_score,life_stage_fish_use_normalization_max,bsr_match_review_required,input_review_status,population_priority,limiting_factor,vulnerability_rank_min,vulnerability_rank_max,vulnerability_score_min,vulnerability_score_max,vulnerability_score,source_vulnerability_rows,source_life_stages,vulnerability_review_flag,uncertainty_notes,condition_score_raw_1_5,condition_score_source,condition_score,n,any_flag,risk_component
CC7,Catherine Creek,provisional_positional,Chinook,Spawning,2.26,1.19,1.0,0.6295264623955431,3.59,True,Provisional: BSR correspondence requires review,0.12,Predation,9,9,0.4342857142857143,0.4342857142857143,0.4342857142857143,1,"Spawning, Incubation, Emergence",No,,1.0,0.1,0.01,3,False,0.00032807321925984874
CC7,Catherine Creek,provisional_positional,Chinook,Spawning,2.26,1.19,1.0,0.6295264623955431,3.59,True,Provisional: BSR correspondence requires review,0.12,Riparian Condition,13,13,0.15142857142857147,0.15142857142857147,0.15142857142857147,1,"Spawning, Incubation, Emergence",No,,1.64,0.244,0.1684,5,False,0.0019263941424592123
CC7,Catherine Creek,provisional_positional,Chinook,Spawning,2.26,1.19,1.0,0.6295264623955431,3.59,True,Provisional: BSR correspondence requires review,0.12,Side Channel and Wetland Habitat,7,7,0.5757142857142857,0.5757142857142857,0.5757142857142857,1,"Spawning, Incubation, Emergence",No,,2.0,0.325,0.2575,5,False,0.0111990059689614
CC7,Catherine Creek,provisional_positional,Chinook,Spawning,2.26,1.19,1.0,0.6295264623955431,3.59,True,Provisional: BSR correspondence requires review,0.12,Summer Water Temperature,1,1,1.0,1.0,1.0,1,"Spawning, Incubation, Emergence",No,,3.11,0.57475,0.532225,3,False,0.04020596657381614
CC7,Catherine Creek,provisional_positional,Chinook,Spawning,2.26,1.19,1.0,0.6295264623955431,3.59,True,Provisional: BSR correspondence requires review,0.12,Water Quality,8,8,0.505,0.505,0.505,1,"Spawning, Incubation, Emergence",No,,2.71,0.48475,0.43322499999999997,3,False,0.016527232061281334
CC7,Catherine Creek,provisional_positional,Chinook,Spawning,2.26,1.19,1.0,0.6295264623955431,3.59,True,Provisional: BSR correspondence requires review,0.12,Winter Water Temperature,4,4,0.7878571428571428,0.7878571428571428,0.7878571428571428,1,"Spawning, Incubation, Emergence",No,,2.15,0.35875,0.29462499999999997,3,True,0.017535264007162748
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Altered Flow Timing,13,13,0.15142857142857147,0.15142857142857147,0.15142857142857147,1,Winter Rearing,No,,3.11,0.57475,0.532225,3,False,0.0072736710704337446
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Altered Primary Productivity,12,12,0.2221428571428571,0.2221428571428571,0.2221428571428571,1,Winter Rearing,No,,1.82,0.2845,0.21295000000000003,3,False,0.004269338201352963
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Anthropogenic Barriers,14,14,0.08071428571428574,0.08071428571428574,0.08071428571428574,1,Winter Rearing,No,,1.44,0.199,0.11889999999999998,3,False,0.0008661294866693195
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Channel and Habitat Structure,1,1,1.0,1.0,1.0,1,Winter Rearing,No,,1.64,0.244,0.1684,5,False,0.015198217270194983
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Decreased Sediment Quantity,4,4,0.7878571428571428,0.7878571428571428,0.7878571428571428,1,Winter Rearing,No,,2.61,0.46225,0.408475,5,True,0.029044474273776356
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Decreased Water Quantity,9,9,0.4342857142857143,0.4342857142857143,0.4342857142857143,1,Winter Rearing,No,,2.88,0.523,0.4753,3,False,0.018629187743732588
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Floodplain Condition,5,5,0.7171428571428571,0.7171428571428571,0.7171428571428571,1,Winter Rearing,No,,1.74,0.2665,0.19315000000000002,5,False,0.012501178352566651
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Increased Sediment Quantity,8,8,0.505,0.505,0.505,1,Winter Rearing,No,,1.89,0.30025,0.23027499999999998,5,False,0.010495151949860723
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Non-Native Species Interactions and Competition,12,12,0.2221428571428571,0.2221428571428571,0.2221428571428571,1,Winter Rearing,No,,1.59,0.23275,0.15602500000000002,3,False,0.003128074631914046
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Predation,11,11,0.2928571428571428,0.2928571428571428,0.2928571428571428,1,Winter Rearing,No,,1.0,0.1,0.01,3,False,0.00026430561082371664
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Riparian Condition,6,6,0.6464285714285714,0.6464285714285714,0.6464285714285714,1,Winter Rearing,No,,1.64,0.244,0.1684,5,False,0.009824561878233185
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Side Channel and Wetland Habitat,3,3,0.8585714285714285,0.8585714285714285,0.8585714285714285,1,Winter Rearing,No,,2.0,0.325,0.2575,5,False,0.019952817349781136
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Summer Water Temperature,15,15,0.010000000000000009,0.010000000000000009,0.010000000000000009,1,Winter Rearing,No,,3.11,0.57475,0.532225,3,False,0.00048033676880222874
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Water Quality,7,7,0.5757142857142857,0.5757142857142857,0.5757142857142857,1,Winter Rearing,No,,2.71,0.48475,0.43322499999999997,3,False,0.02250977107043374
CC7,Catherine Creek,provisional_positional,Chinook,Winter Rearing,0.9,1.19,1.0,0.25069637883008355,3.59,True,Provisional: BSR correspondence requires review,0.36,Winter Water Temperature,2,2,0.9292857142857143,0.9292857142857143,0.9292857142857143,1,Winter Rearing,No,,2.15,0.35875,0.29462499999999997,3,True,0.024709810684440902
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Altered Flow Timing,6,6,0.6464285714285714,0.6464285714285714,0.6464285714285714,1,Summer Rearing,No,Uncertain impacts,3.11,0.57475,0.532225,3,False,0.030187831650417822
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Altered Primary Productivity,8,8,0.505,0.505,0.505,1,Summer Rearing,No,,1.82,0.2845,0.21295000000000003,3,False,0.00943593906685237
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Anthropogenic Barriers,7,7,0.5757142857142857,0.5757142857142857,0.5757142857142857,1,Summer Rearing,No,,1.44,0.199,0.11889999999999998,3,False,0.006006271587743733
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Channel and Habitat Structure,3,3,0.8585714285714285,0.8585714285714285,0.8585714285714285,1,Summer Rearing,No,,1.64,0.244,0.1684,5,False,0.012686289693593315
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Decreased Sediment Quantity,12,12,0.2221428571428571,0.2221428571428571,0.2221428571428571,1,Summer Rearing,No,,2.61,0.46225,0.408475,5,True,0.007961849059888578
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Decreased Water Quantity,2,2,0.9292857142857143,0.9292857142857143,0.9292857142857143,1,Summer Rearing,No,,2.88,0.523,0.4753,3,False,0.03875548537604457
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Floodplain Condition,10,10,0.36357142857142855,0.36357142857142855,0.36357142857142855,1,Summer Rearing,No,,1.74,0.2665,0.19315000000000002,5,False,0.006161700208913649
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Increased Sediment Quantity,14,14,0.08071428571428574,0.08071428571428574,0.08071428571428574,1,Summer Rearing,No,,1.89,0.30025,0.23027499999999998,5,False,0.0016308473189415047
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Non-Native Species Interactions and Competition,11,11,0.2928571428571428,0.2928571428571428,0.2928571428571428,1,Summer Rearing,No,,1.59,0.23275,0.15602500000000002,3,False,0.004009277506963789
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Predation,13,13,0.15142857142857147,0.15142857142857147,0.15142857142857147,1,Summer Rearing,No,,1.0,0.1,0.01,3,False,0.00013286908077994434
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Riparian Condition,5,5,0.7171428571428571,0.7171428571428571,0.7171428571428571,1,Summer Rearing,No,,1.64,0.244,0.1684,5,False,0.010596534818941504
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Side Channel and Wetland Habitat,4,4,0.7878571428571428,0.7878571428571428,0.7878571428571428,1,Summer Rearing,No,,2.0,0.325,0.2575,5,False,0.017800853064066854
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Summer Water Temperature,1,1,1.0,1.0,1.0,1,Summer Rearing,No,,3.11,0.57475,0.532225,3,False,0.04669940807799443
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Water Quality,9,9,0.4342857142857143,0.4342857142857143,0.4342857142857143,1,Summer Rearing,No,,2.71,0.48475,0.43322499999999997,3,False,0.016508406685236766
CC7,Catherine Creek,provisional_positional,Chinook,Summer Rearing,1.5,1.19,1.0,0.4178272980501393,3.59,True,Provisional: BSR correspondence requires review,0.21,Winter Water Temperature,15,15,0.010000000000000009,0.010000000000000009,0.010000000000000009,1,Summer Rearing,No,,2.15,0.35875,0.29462499999999997,3,True,0.000258514972144847
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Altered Flow Timing,4,4,0.7878571428571428,0.7878571428571428,0.7878571428571428,2,Adult Migration & Holding | Juvenile Emigration,No,,3.11,0.57475,0.532225,3,False,0.02102426412654198
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Altered Primary Productivity,10,13,0.15142857142857147,0.36357142857142855,0.36357142857142855,2,Adult Migration & Holding | Juvenile Emigration,No,,1.82,0.2845,0.21295000000000003,3,False,0.0038819098686828494
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Anthropogenic Barriers,2,13,0.15142857142857147,0.9292857142857143,0.9292857142857143,2,Adult Migration & Holding | Juvenile Emigration,No,,1.44,0.199,0.11889999999999998,3,False,0.005539992439315558
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Channel and Habitat Structure,3,5,0.7171428571428571,0.8585714285714285,0.8585714285714285,2,Adult Migration & Holding | Juvenile Emigration,No,,1.64,0.244,0.1684,5,False,0.0072493083963390366
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Decreased Sediment Quantity,11,12,0.2221428571428571,0.2928571428571428,0.2928571428571428,2,Adult Migration & Holding | Juvenile Emigration,No,,2.61,0.46225,0.408475,5,True,0.005997901910067647
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Decreased Water Quantity,2,3,0.8585714285714285,0.9292857142857143,0.9292857142857143,2,Adult Migration & Holding | Juvenile Emigration,No,,2.88,0.523,0.4753,3,False,0.022145991643454037
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Floodplain Condition,6,8,0.505,0.6464285714285714,0.6464285714285714,2,Adult Migration & Holding | Juvenile Emigration,No,,1.74,0.2665,0.19315000000000002,5,False,0.006260273577397533
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Increased Sediment Quantity,10,11,0.2928571428571428,0.36357142857142855,0.36357142857142855,2,Adult Migration & Holding | Juvenile Emigration,No,,1.89,0.30025,0.23027499999999998,5,False,0.004197730899323517
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Non-Native Species Interactions and Competition,8,12,0.2221428571428571,0.505,0.505,2,Adult Migration & Holding | Juvenile Emigration,No,,1.59,0.23275,0.15602500000000002,3,False,0.0039506051532033435
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Predation,1,14,0.08071428571428574,1.0,1.0,2,Adult Migration & Holding | Juvenile Emigration,No,,1.0,0.1,0.01,3,False,0.0005013927576601672
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Riparian Condition,9,14,0.08071428571428574,0.4342857142857143,0.4342857142857143,2,Adult Migration & Holding | Juvenile Emigration,No,,1.64,0.244,0.1684,5,False,0.0036668714683645047
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Side Channel and Wetland Habitat,7,7,0.5757142857142857,0.5757142857142857,0.5757142857142857,2,Adult Migration & Holding | Juvenile Emigration,No,,2.0,0.325,0.2575,5,False,0.007432968563469956
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Summer Water Temperature,1,15,0.010000000000000009,1.0,1.0,2,Adult Migration & Holding | Juvenile Emigration,No,,3.11,0.57475,0.532225,3,False,0.02668537604456824
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Water Quality,5,6,0.6464285714285714,0.7171428571428571,0.7171428571428571,2,Adult Migration & Holding | Juvenile Emigration,No,,2.71,0.48475,0.43322499999999997,3,False,0.015577481496219656
CC7,Catherine Creek,provisional_positional,Chinook,Migration,0.6,1.19,1.0,0.1671309192200557,3.59,True,Provisional: BSR correspondence requires review,0.3,Winter Water Temperature,9,15,0.010000000000000009,0.4342857142857143,0.4342857142857143,2,Adult Migration & Holding | Juvenile Emigration,No,,2.15,0.35875,0.29462499999999997,3,True,0.006415391961798646
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Altered Flow Timing,6,6,0.6464285714285714,0.6464285714285714,0.6464285714285714,1,"Spawning, Incubation, Emergence",No,,3.11,0.57475,0.532225,3,False,0.025396112340827694
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Altered Primary Productivity,13,13,0.15142857142857147,0.15142857142857147,0.15142857142857147,1,"Spawning, Incubation, Emergence",No,,1.82,0.2845,0.21295000000000003,3,False,0.0023803284918424207
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Anthropogenic Barriers,15,15,0.010000000000000009,0.010000000000000009,0.010000000000000009,1,"Spawning, Incubation, Emergence",No,,1.44,0.199,0.11889999999999998,3,False,8.776740947075216e-05
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Channel and Habitat Structure,1,1,1.0,1.0,1.0,1,"Spawning, Incubation, Emergence",No,,1.64,0.244,0.1684,5,False,0.012430640668523679
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Decreased Sediment Quantity,4,4,0.7878571428571428,0.7878571428571428,0.7878571428571428,1,"Spawning, Incubation, Emergence",No,,2.61,0.46225,0.408475,5,True,0.023755511365897333
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Decreased Water Quantity,9,9,0.4342857142857143,0.4342857142857143,0.4342857142857143,1,"Spawning, Incubation, Emergence",No,"Uncertainty, summer quantity",2.88,0.523,0.4753,3,False,0.015236835654596102
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Floodplain Condition,3,3,0.8585714285714285,0.8585714285714285,0.8585714285714285,1,"Spawning, Incubation, Emergence",No,,1.74,0.2665,0.19315000000000002,5,False,0.012241159868682851
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Increased Sediment Quantity,10,10,0.36357142857142855,0.36357142857142855,0.36357142857142855,1,"Spawning, Incubation, Emergence",No,,1.89,0.30025,0.23027499999999998,5,False,0.006179992712892956
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Non-Native Species Interactions and Competition,14,14,0.08071428571428574,0.08071428571428574,0.08071428571428574,1,"Spawning, Incubation, Emergence",No,,1.59,0.23275,0.15602500000000002,3,False,0.000929599806008755
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Predation,12,12,0.2221428571428571,0.2221428571428571,0.2221428571428571,1,"Spawning, Incubation, Emergence",No,"uncertainty, no data",1.0,0.1,0.01,3,False,0.00016397731794667725
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Riparian Condition,5,5,0.7171428571428571,0.7171428571428571,0.7171428571428571,1,"Spawning, Incubation, Emergence",No,,1.64,0.244,0.1684,5,False,0.008914545165141266
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Side Channel and Wetland Habitat,2,2,0.9292857142857143,0.9292857142857143,0.9292857142857143,1,"Spawning, Incubation, Emergence",No,,2.0,0.325,0.2575,5,False,0.017663547055312378
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Summer Water Temperature,11,11,0.2928571428571428,0.2928571428571428,0.2928571428571428,1,"Spawning, Incubation, Emergence",No,,3.11,0.57475,0.532225,3,False,0.011505421060485474
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Water Quality,8,8,0.505,0.505,0.505,1,"Spawning, Incubation, Emergence",No,,2.71,0.48475,0.43322499999999997,3,False,0.016149397110027858
CC7,Catherine Creek,provisional_positional,Steelhead,Spawning,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Winter Water Temperature,7,7,0.5757142857142857,0.5757142857142857,0.5757142857142857,1,"Spawning, Incubation, Emergence",No,,2.15,0.35875,0.29462499999999997,3,True,0.012520683197373657
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Altered Flow Timing,10,10,0.36357142857142855,0.36357142857142855,0.36357142857142855,1,Winter Rearing,No,,3.11,0.57475,0.532225,3,False,0.015226813233684834
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Altered Primary Productivity,8,8,0.505,0.505,0.505,1,Winter Rearing,No,,1.82,0.2845,0.21295000000000003,3,False,0.008462389798050139
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Anthropogenic Barriers,14,14,0.08071428571428574,0.08071428571428574,0.08071428571428574,1,Winter Rearing,No,,1.44,0.199,0.11889999999999998,3,False,0.0007551900616792678
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Channel and Habitat Structure,2,2,0.9292857142857143,0.9292857142857143,0.9292857142857143,1,Winter Rearing,No,,1.64,0.244,0.1684,5,False,0.012314459411062474
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Decreased Sediment Quantity,12,12,0.2221428571428571,0.2221428571428571,0.2221428571428571,1,Winter Rearing,No,,2.61,0.46225,0.408475,5,True,0.007140388442598485
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Decreased Water Quantity,7,7,0.5757142857142857,0.5757142857142857,0.5757142857142857,1,Winter Rearing,No,,2.88,0.523,0.4753,3,False,0.021532716573816155
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Floodplain Condition,4,4,0.7878571428571428,0.7878571428571428,0.7878571428571428,1,Winter Rearing,No,,1.74,0.2665,0.19315000000000002,5,False,0.011974742762634301
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Increased Sediment Quantity,13,13,0.15142857142857147,0.15142857142857147,0.15142857142857147,1,Winter Rearing,No,,1.89,0.30025,0.23027499999999998,5,False,0.002743965330282531
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Non-Native Species Interactions and Competition,11,11,0.2928571428571428,0.2928571428571428,0.2928571428571428,1,Winter Rearing,No,,1.59,0.23275,0.15602500000000002,3,False,0.0035956218911659364
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Predation,9,9,0.4342857142857143,0.4342857142857143,0.4342857142857143,1,Winter Rearing,No,,1.0,0.1,0.01,3,False,0.0003417429367290091
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Riparian Condition,5,5,0.7171428571428571,0.7171428571428571,0.7171428571428571,1,Winter Rearing,No,,1.64,0.244,0.1684,5,False,0.009503241543971346
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Side Channel and Wetland Habitat,3,3,0.8585714285714285,0.8585714285714285,0.8585714285714285,1,Winter Rearing,No,,2.0,0.325,0.2575,5,False,0.017397132411460403
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Summer Water Temperature,15,15,0.010000000000000009,0.010000000000000009,0.010000000000000009,1,Winter Rearing,No,,3.11,0.57475,0.532225,3,False,0.0004188121518105852
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Water Quality,6,6,0.6464285714285714,0.6464285714285714,0.6464285714285714,1,Winter Rearing,No,,2.71,0.48475,0.43322499999999997,3,False,0.022037283438619173
CC7,Catherine Creek,provisional_positional,Steelhead,Winter Rearing,1.13,0.95,1.0,0.31476323119777155,3.59,True,Provisional: BSR correspondence requires review,0.25,Winter Water Temperature,1,1,1.0,1.0,1.0,1,Winter Rearing,No,,2.15,0.35875,0.29462499999999997,3,True,0.023184279247910857
CC7,Catherine Creek,provisional_positional,Steelhead,Summer Rearing,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Altered Flow Timing,7,7,0.5757142857142857,0.5757142857142857,0.5757142857142857,1,Summer Rearing,No,,3.11,0.57475,0.532225,3,False,0.022617974084759254
CC7,Catherine Creek,provisional_positional,Steelhead,Summer Rearing,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Altered Primary Productivity,8,8,0.505,0.505,0.505,1,Summer Rearing,No,,1.82,0.2845,0.21295000000000003,3,False,0.007938170961002787
CC7,Catherine Creek,provisional_positional,Steelhead,Summer Rearing,1.06,0.95,1.0,0.2952646239554318,3.59,True,Provisional: BSR correspondence requires review,0.25,Anthropogenic Barriers,2,2,0.9292857142857143,0.9292857142857143,0.9292857142857143,1,Summer Rearing,No,,1.44,0.199,0.11889999999999998,3,False,0.008156099980103462
